"id";"genero_top30";"posicion_top30";"titulo";"titulo_VO";"duracion";"pais";"puntuacion_media";"votos";"num_criticas";"mejor_puntuacion";"peor_puntuacion";"direccion";"guion";"musica";"fotografia";"reparto";"productora";"sinopsis";"url";"tag_1";"tag_2";"tag_3";"tag_4";"tag_5";"tag_6";"tag_7";"tag_8";"tag_9";"tag_10";"tag_11";"tag_12";"tag_13"
"520214";"Thriller";27;"Joker";"Joker";"121";"Estados Unidos";8;58,829;787;10;1;"Todd Phillips";"Todd Phillips, Scott Silver";"Hildur Guðnadóttir";"Lawrence Sher";"Joaquin Phoenix, Robert De Niro, Zazie Beetz, Frances Conroy, Brett Cullen, Bill Camp, Shea Whigham, Dante Pereira-Olson, Douglas Hodge, Jolie Chan, Bryan Callen, Brian Tyree Henry, Mary Kate Malat, Glenn Fleshler, Marc Maron, Josh Pais, Leigh Gill, Adrienne Lovette, Sharon Washington, Mandela Bellamy, David Iacono, Matthias Sebastiun Garry, Mick O'Rourke, Evan Rosado, Caillou Pettis, Sondra James, Gary Gulman, Kim Brockington, Jamaal Burcher, John Cashin, Ryan Funigiello, Annie Pisapia, Ray Iannicelli, Tony D. Head, Scott Martin, Dj Nino Carta, Mark Lotito, Jason John Cicalese, Keith Buterbaught, Ray Rosario, Rose Maria Wilde, Ben Heyman, Emmanuel Rodriguez, Vincent Cucuzza, Celeste Pisapía, Marko Caka, Alexandra López Galán, Bob Leszczak, Rich Petrillo, Thomas W. Stewart";"DC Comics, DC Entertainment, Warner Bros., Village Roadshow, Bron Studios, Creative Wealth Media Finance, 22 & Indiana Pictures. Distribuida por Warner Bros.";"Arthur Fleck (Phoenix) vive en Gotham con su madre, y su única motivación en la vida es hacer reír a la gente. Actúa haciendo de payaso en pequeños trabajos, pero tiene problemas mentales que hacen que la gente le vea como un bicho raro. Su gran sueño es actuar como cómico delante del público, pero una serie de trágicos acontecimientos le hará ir incrementando su ira contra una sociedad que le ignora. (FILMAFFINITY)";"https://www.filmaffinity.com/es/film520214.html";"Thriller";"Drama";"Crimen";"DC Comics";"Cómic";"Payasos";"Drama psicológico";"Años 80";"";"";"";"";""
"520318";"Accion";18;"Los intocables de Eliot Ness";"The Untouchables";"119";"Estados Unidos";7,8;88,173;163;10;1;"Brian De Palma";"David Mamet (Novelas: Oscar Fraley, Eliot Ness)";"Ennio Morricone";"Stephen H. Burum";"Kevin Costner, Sean Connery, Robert De Niro, Andy García, Charles Martin Smith, Billy Drago, Patricia Clarkson, Brad Sullivan, Del Close, Michael Byrne, Richard Bradford, Clem Caserta";"Paramount Pictures";"Chicago, años 30. Impera la 'Ley seca', que prohíbe la venta de alcohol. El idealista agente federal Eliot Ness (Kevin Costner) persigue implacablemente al gángster Al Capone (Robert De Niro), amo absoluto del crimen organizado en la ciudad. La falta de pruebas le impide acusarlo de asesinato, extorsión y comercio ilegal de alcohol, pero Ness, con la ayuda de un par de intachables policías (Andy Garcia y Charles Martin Smith) reclutados con la ayuda de un astuto agente (Sean Connery), intentará encontrar algún medio para inculparlo por otra clase de delitos. (FILMAFFINITY)";"https://www.filmaffinity.com/es/film520318.html";"Cine negro";"Acción";"Thriller";"Drama";"Neo-noir";"Policíaco";"Mafia";"Crimen";"Años 20";"Años 30";"";"";""
"522026";"Fantástico";28;"Milagro en Milán";"Miracolo a Milano";"92";"Italia";7,7;4,102;39;10;1;"Vittorio De Sica";"Cesare Zavattini, Vittorio De Sica, Suso Cecchi d'Amico, Mario Chiari, Adolfo Franci";"Alessandro Cicognini";"Aldo Graziati";"Francesco Golisano, Emma Gramatica, Paolo Stoppa, Guglielmo Barnabò, Flora Cambi, Brunella Bovo, Alba Arnova, Anna Carena, Virgilio Riento, Arturo Bragaglia";"Produzioni De Sica (PDS), Ente Nazionale Industrie Cinematografiche (ENIC)";"Totó es un bondadoso huérfano que vive, igual que otros muchos desharrapados, en un mísero barrio de chabolas en las afueras de Milán. Cuando en los terrenos donde viven se descubre petróleo, Totó, tan ingenuo como bienintencionado, decide enfrentarse al poderoso señor Mobbi, el dueño del suelo. Aunque contiene elementos fantásticos, constituye con ""Ladrón de bicicletas"" y ""Umberto D."" la gran trilogía neorrealista de De Sica. (FILMAFFINITY)";"https://www.filmaffinity.com/es/film522026.html";"Comedia";"Drama";"Fantástico";"Pobreza";"Neorrealismo";"Realismo mágico";"";"";"";"";"";"";""
"522114";"Terror";13;"El más allá";"Kaidan aka";"164";"Japón";7,7;3,617;35;10;1;"Masaki Kobayashi";"Yôko Mizuki (Libro: Lafcadio Hearn)";"Tôru Takemitsu";"Yoshio Miyajima";"Tatsuya Nakadai, Rentarô Mikuni, Katsuo Nakamura, Kei Sato, Kenjiro Ishiyama, Takashi Shimura, Michiyo Aratama, Keiko Kishi, Haruko Sugimura, Kunie Tanaka, Tetsurô Tanba, Noboru Nakaya, Kazuo Kitamura";"Toho";"Filme basado en cuatro historias del escritor Lafcadio Hearn. 
- ""Pelo negro"": Un samurái no soporta a su mujer y la abandona por una princesa; y años después vuelve a casa para realizar un terrible descubrimiento. 
- ""La mujer en la nieve"": Dos leñadores se refugian de una tormenta de nieve en una especie de cobertizo abandonado. 
- ""Hoichi"": El fantasma de un samurái le pide a un músico ciego que toque una balada en la tumba de su señor. 
- ""En la taza de té"": Un samurái se asusta ante la visión de un hombre reflejado en su taza. (FILMAFFINITY)";"https://www.filmaffinity.com/es/film522114.html";"Fantástico";"Terror";"Drama";"Sobrenatural";"Fantasmas";"J-Horror";"Samuráis";"Película de episodios";"";"";"";"";""
"523268";"Ciencia ficcion";30;"Ghost in the Shell";"Kokaku Kidotai (Ghost in the Shell)";"83";"Japón";7,5;34,31;72;10;1;"Mamoru Oshii";"Kazunori Itô (Manga: Masamune Shirow)";"Kenji Kawai";"Animación, Hisao Shirai";"Animación";"Coproducción Japón-Estados Unidos; Bandai Visual, Kodansha, Manga Video, Production I.G";"Año 2029. En una enorme ciudad asiática, una mujer robot policía -cyborg- investiga las siniestras actividades de un misteriososo hacker, un supercriminal que está invadiendo las autopistas de la información. (FILMAFFINITY)";"https://www.filmaffinity.com/es/film523268.html";"Animación";"Ciencia ficción";"Acción";"Crimen";"Robots";"Animación para adultos";"Película de culto";"Manga";"Cyberpunk";"Thriller futurista";"Internet / Informática";"";""
"524439";"Accion";25;"Kill Bill. Volumen 1";"Kill Bill: Volume 1 aka";"110";"Estados Unidos";7,6;182,011;354;10;1;"Quentin Tarantino";"Quentin Tarantino";"Varios";"Robert Richardson";"Uma Thurman, Lucy Liu, Daryl Hannah, Vivica A. Fox, Sonny Chiba, Chiaki Kuriyama, Michael Bowen, Julie Dreyfus, Michael Parks, David Carradine, Michael Madsen";"Miramax, Band Apart";"El día de su boda, una asesina profesional (Thurman) sufre el ataque de algunos miembros de su propia banda, que obedecen las órdenes de Bill (David Carradine), el jefe de la organización criminal. Logra sobrevivir al ataque, aunque queda en coma. Cuatro años después despierta dominada por un gran deseo de venganza. (FILMAFFINITY)";"https://www.filmaffinity.com/es/film524439.html";"Acción";"Thriller";"Artes marciales";"Crimen";"Venganza";"Película de culto";"";"";"";"";"";"";""
"529486";"Infantil";27;"El vuelo de los dragones";"The Flight of Dragons";"96";"Estados Unidos";7,1;967;11;10;1;"Jules Bass, Arthur Rankin Jr.";"Romeo Muller (Novelas: Peter Dickinson, Gordon R. Dickson)";"Maury Laws";"Animación";"Animación";"Warner Bros., Rankin-Bass Productions";"El mundo de la magia atraviesa una gran crisis, la ciencia y el escepticismo de la gente hacen que cada día; este mundo, esté más débil. Los cuatro hermanos Magos se reúnen para tratar de hallar una solución, pero uno de ellos ha decidido que esta situación le beneficia para hacerse con el control absoluto del mundo mágico. Hay que encontrar un héroe que les ayude a salvar esta tierra, cada vez más amenazada... Con las voces originales de: John Ritter, Bob McFadden, Don Messick, Nellie Bellflower, Victor Buono, Cosie Costa, James Gregory, James Earl Jones, Harry Morgan, Alexandra Stoddart y Larry Storch. (FILMAFFINITY)";"https://www.filmaffinity.com/es/film529486.html";"Animación";"Aventuras";"Fantástico";"Infantil";"Fantasía medieval";"Espada y brujería";"Dragones";"";"";"";"";"";""
"532337";"Romance";7;"Los niños del paraíso";"Les enfants du paradis";"190";"Francia";8,2;3,128;38;10;1;"Marcel Carné";"Jacques Prévert";"Joseph Kosma, Maurice Thiriet";"Roger Hubert (B&W)";"Jean-Louis Barrault, Pierre Brasseur, Pierre Renoir, Arletty, Marcel Herrand, María Casares, Louis Salou, Gérard Blain";"Société Nouvelle Pathé";"París, 1820. Dos jóvenes artistas, Baptiste Debureau y Frédéric Lemâitre, debutan en el teatro de los Funámbulos y entablan amistad. Un día, Garance, una misteriosa y atractiva mujer, irrumpe en sus vidas. Mientras que el tímido Baptiste no se atreve a declararle su amor, Frédéric la convierte en su amante. Sin embargo, al estar implicada en una serie de crímenes, la mujer desaparece. (FILMAFFINITY)";"https://www.filmaffinity.com/es/film532337.html";"Romance";"Drama";"Teatro";"Siglo XIX";"Drama romántico";"Realismo poético francés";"";"";"";"";"";"";""
"534365";"Ciencia ficcion";8;"Stalker";"Stalker";"161";"Unión Soviética (URSS)";7,9;13,121;192;10;1;"Andrei Tarkovsky";"Arkadiy Strugatskiy, Boris Strugatskiy, Andrei Tarkovsky (Novela: Arkadiy Strugatskiy, Boris Strugatskiy)";"Eduard Artemyev";"Aleksandr Knyazhinsky, Georgi Rerberg";"Aleksandr Kaidanovsky, Anatoly Solonitsyn, Nikolai Grinko, Natalya Abramova, Alisa Freyndlikh, Faime Jurno, Raymo Rendi";"Mosfilm";"En un lugar de Rusia llamado ""La Zona"", hace algunos años se estrelló un meteorito. A pesar de que el acceso a este lugar está prohibido, los ""stalkers"" se dedican a guiar a quienes se atreven a aventurarse en este inquietante paraje. (FILMAFFINITY)";"https://www.filmaffinity.com/es/film534365.html";"Ciencia ficción";"Drama";"Intriga";"Distopía";"Película de culto";"";"";"";"";"";"";"";""
"534778";"Musical";1;"Hamilton";"Hamilton";"160";"Estados Unidos";8,2;1,035;12;10;1;"Thomas Kail";"Ron Chernow, Lin-Manuel Miranda";"Lin-Manuel Miranda";NA;"Lin-Manuel Miranda, Daveed Diggs, Renee Goldsberry, Leslie Odom Jr., Chris Jackson, Jonathan Groff, Anthony Ramos, Emmy Raver-Lampman, Jasmine Cephas-Jones, Okieriete Onaodowan, Phillipa Soo, Ariana DeBose, Ephraim Sykes, Neil Haskell, Thayne Jasperson, Andrew Chappelle, Sydney James Harcourt, Jon Rua, Sasha Hutchings, Carleigh Bettiol, Seth Stewart, Betsy Struxness, Morgan Marcell, Austin Smith, Stephanie Klemons";"Walt Disney Pictures, 5000 Broadway Productions, Radical Media. Distribuida por Disney+";"La versión filmada del exitoso musical ""Hamilton"" combina lo mejor del teatro en vivo y de la cinematografía en una asombrosa mezcla de hiphop, jazz, R&B y comedia musical. Este relato sobre Alexander Hamilton, uno de los padres fundadores de Estados Unidos, constituye un momento revolucionario en el teatro y narra la historia desde una perspectiva actual (Sinopsis oficial de Disney+)";"https://www.filmaffinity.com/es/film534778.html";"Musical";"Drama";"Histórico";"Teatro";"";"";"";"";"";"";"";"";""
"536488";"Cine negro";1;"El crepúsculo de los dioses";"Sunset Blvd. (Sunset Boulevard)";"110";"Estados Unidos";8,5;44,261;192;10;1;"Billy Wilder";"Charles Brackett, Billy Wilder, D.M. Marshman Jr.";"Franz Waxman";"John F. Seitz (B&W)";"William Holden, Gloria Swanson, Erich von Stroheim, Nancy Olson, Lloyd Gough, Jack Webb, Fred Clark, Cecil B. DeMille, Buster Keaton, Anna Q. Nilsson, Hedda Hopper, H.B. Warner, Franklyn Farnum, Julia Faye, Ruth Clifford";"Paramount Pictures";"Joe Gillis es un joven escritor de segunda fila que, acosado por sus acreedores, se refugia casualmente en la mansión de Norma Desmond, antigua estrella del cine mudo, que vive fuera de la realidad, acompañada únicamente de su fiel criado Max. A partir de ese momento, la actriz pretende que Joe corrija un guión que ella ha escrito y que va a significar su regreso al cine. (FILMAFFINITY)";"https://www.filmaffinity.com/es/film536488.html";"Cine negro";"Drama";"Cine dentro del cine";"Literatura";"Vejez";"";"";"";"";"";"";"";""
"536488";"Drama";9;"El crepúsculo de los dioses";"Sunset Blvd. (Sunset Boulevard)";"110";"Estados Unidos";8,5;44,261;192;10;1;"Billy Wilder";"Charles Brackett, Billy Wilder, D.M. Marshman Jr.";"Franz Waxman";"John F. Seitz (B&W)";"William Holden, Gloria Swanson, Erich von Stroheim, Nancy Olson, Lloyd Gough, Jack Webb, Fred Clark, Cecil B. DeMille, Buster Keaton, Anna Q. Nilsson, Hedda Hopper, H.B. Warner, Franklyn Farnum, Julia Faye, Ruth Clifford";"Paramount Pictures";"Joe Gillis es un joven escritor de segunda fila que, acosado por sus acreedores, se refugia casualmente en la mansión de Norma Desmond, antigua estrella del cine mudo, que vive fuera de la realidad, acompañada únicamente de su fiel criado Max. A partir de ese momento, la actriz pretende que Joe corrija un guión que ella ha escrito y que va a significar su regreso al cine. (FILMAFFINITY)";"https://www.filmaffinity.com/es/film536488.html";"Cine negro";"Drama";"Cine dentro del cine";"Literatura";"Vejez";"";"";"";"";"";"";"";""
"536945";"Thriller";15;"El club de la lucha";"Fight Club";"139";"Estados Unidos";8,1;182,076;572;10;1;"David Fincher";"Jim Uhls (Novela: Chuck Palahniuk)";"The Dust Brothers, Michael Simpson, John King";"Jeff Cronenweth";"Edward Norton, Brad Pitt, Helena Bonham Carter, Meat Loaf, Jared Leto, Van Quattro, Markus Redmond, Michael Girardin, Rachel Singer, Eion Bailey, David Lee Smith, Zach Grenier, Richmond Arquette, David Andrews, George Maguire, Eugenie Bondurant, Christina Cabot, Sydney 'Big Dawg' Colston, Tim De Zarn, Christie Cronenweth, Ezra Buzzington, Dierdre Downing-Jackson, Bob Stephenson, Charlie Dell, Rob Lanza, Holt McCallany, Joel Bissonnette";"Fox 2000 Pictures, Regency Enterprises, Linson Films, Atman Entertainment, Knickerbocker Films, Taurus Film";"Un joven hastiado de su gris y monótona vida lucha contra el insomnio. En un viaje en avión conoce a un carismático vendedor de jabón que sostiene una teoría muy particular: el perfeccionismo es cosa de gentes débiles; sólo la autodestrucción hace que la vida merezca la pena. Ambos deciden entonces fundar un club secreto de lucha, donde poder descargar sus frustaciones y su ira, que tendrá un éxito arrollador. (FILMAFFINITY)";"https://www.filmaffinity.com/es/film536945.html";"Drama";"Thriller";"Sátira";"Drama psicológico";"Película de culto";"Comedia negra";"";"";"";"";"";"";""
"537233";"Aventuras";4;"La gran evasión";"The Great Escape";"168";"Estados Unidos";8,2;65,076;100;10;1;"John Sturges";"James Clavell, W.R. Burnett (Libro: Paul Brickhill)";"Elmer Bernstein";"Daniel L. Fapp";"Steve McQueen, James Garner, Charles Bronson, Richard Attenborough, James Coburn, James Donald, Donald Pleasence, David McCallum, Gordon Jackson, Angus Lennie, Hannes Messemer, John Leyton, Lawrence Montaigne, Nigel Stock";"The Mirisch Corporation. Distribuida por United Artists";"Segunda Guerra Mundial (1939-1945). Un grupo de oficiales ingleses y norteamericanos que están prisioneros en un campo de concentración nazi, se proponen organizar una fuga en la que se verán implicados doscientos cincuenta presos. Para llevar a cabo su plan comienzan a excavar tres túneles. (FILMAFFINITY)";"https://www.filmaffinity.com/es/film537233.html";"Drama";"Aventuras";"II Guerra Mundial";"Drama carcelario";"Nazismo";"Basado en hechos reales";"";"";"";"";"";"";""
"540024";"Musical";18;"El violinista en el tejado";"Fiddler on the Roof";"181";"Estados Unidos";7,5;7,251;36;10;1;"Norman Jewison";"Joseph Stein";"John Williams (Canciones: Jerry Bock, Sheldon Harnick)";"Oswald Morris";"Topol, Norma Crane, Leonard Frey, Molly Picon, Paul Mann, Rosalind Harris, Michele Marsh, Neva Small, Paul Michael Glaser, Raymond Lovelock";"United Artists, The Mirisch Corporation";"Teyve, el lechero de un pueblo ucraniano, vive feliz con su esposa y sus cinco hijas, todas ellas solteras. Una tarde, mientras hace el reparto, conoce a Perchick, un pobre estudiante de Kiev con ideales revolucionarios. Los dos simpatizan, y Teyve le ofrece casa y comida a cambio de que le dé clases a una de sus hijas. Al mismo tiempo, Lazar Wolf, un rudo carnicero que se ha quedado viudo, pide a Teyve la mano de su hija mayor. (FILMAFFINITY)";"https://www.filmaffinity.com/es/film540024.html";"Musical";"Drama";"Años 1900 (circa)";"";"";"";"";"";"";"";"";"";""
"541905";"Belico";18;"Sin novedad en el frente";"All Quiet on the Western Front";"130";"Estados Unidos";7,8;6,575;57;10;1;"Lewis Milestone";"George Abbott, Del Andrews, Maxwell Anderson (Novela: Erich Maria Remarque)";"David Broekman";"Arthur Edeson (B&W)";"Lew Ayres, Louis Wolheim, John Wray, Arnold Lucy, Ben Alexander, Scott Kolk, Owen Davis Jr., Walter Browne Rogers, Slim Summerville, Russell Gleason, William Bakewell, Richard Alexander, Harold Goodwin, Pat Collins";"Universal Pictures";"Mítica película antibélica que plasma los sentimientos, sensaciones y desilusiones de un grupo de jóvenes estudiantes que son enviados al frente en la Primera Guerra Mundial (1914-1918). Es una adaptación de la novela homónima del escritor alemán Erich María Remarque. Su estreno provocó enfrentamientos entre nazis y comunistas. (FILMAFFINITY)";"https://www.filmaffinity.com/es/film541905.html";"Bélico";"I Guerra Mundial";"Ejército";"Amistad";"";"";"";"";"";"";"";"";""
"552917";"Musical";15;"Bailar en la oscuridad";"Dancer in the Dark";"140";"Dinamarca";7,6;46,897;243;10;1;"Lars von Trier";"Lars von Trier";"Björk";"Robby Müller";"Björk, Catherine Deneuve, David Morse, Peter Stormare, Jean-Marc Barr, Joel Grey, Udo Kier, Vincent Paterson, Cara Seymour, Vladica Kostic, Siobhan Fallon, Zeljko Ivanek, Jens Albinus";"Coproducción Dinamarca-Alemania-Países Bajos (Holanda)-Italia-Estados Unidos-Reino Unido-Francia-Suecia-Finlandia-Islandia-Noruega; Fine Line Features, Zentropa Productions, Trust Film Svenka, Liberator Production, Film I Väst";"Selma, inmigrante checa y madre soltera, trabaja en la fábrica de un pueblo de los Estados Unidos. La única vía de escape a tan rutinaria vida es su pasión por la música, especialmente por las canciones y los números de baile de los musicales clásicos de Hollywood. Selma esconde un triste secreto: está perdiendo la vista, pero lo peor es que su hijo también se quedará ciego, si ella no consigue, a tiempo, el dinero suficiente para que se opere. Tercera película de la trilogía ""Corazón dorado"" de Lars Von Trier. (FILMAFFINITY)";"https://www.filmaffinity.com/es/film552917.html";"Drama";"Musical";"Crimen";"Película de culto";"Enfermedad";"Discapacidad";"Discapacidad visual";"";"";"";"";"";""
"553666";"Romance";13;"Breve encuentro";"Brief Encounter";"85";"Reino Unido";8,1;10,939;100;10;1;"David Lean";"David Lean, Anthony Havelock-Allan, Ronald Neame (Obra: Noël Coward)";"Sergei Rachmaninoff";"Robert Krasker (B&W)";"Celia Johnson, Trevor Howard, Stanley Holloway, Joyce Carey, Cyril Raymond, Everley Gregg, Valentine Dyall";"Cineguild";"Laura Jesson es un ama de casa algo aburrida de la rutina que vive con su marido y familia. Una vez a la semana, suele ir a la ciudad de compras. En uno de esos viajes rutinarios, Laura coincide con el Dr. Alec Harvey en la sala de espera de la estación de ferrocarril. Ambos son de mediana edad, casados y tienen dos hijos cada uno. Comienzan a hablar, y tras disfrutar cada uno de la compañía del otro, ambos continúan reuniéndose semanalmente para tomar café en la sala de espera de la estación mientras esperan sus respectivos trenes de regreso a casa. Pero pronto ambos se dan cuenta de que su relación inocente y casual se está convertiendo en un amor tan intenso como prohibido. (FILMAFFINITY)";"https://www.filmaffinity.com/es/film553666.html";"Romance";"Drama";"Drama romántico";"Melodrama";"";"";"";"";"";"";"";"";""
"554741";"Western";7;"Solo ante el peligro";"High Noon";"80";"Estados Unidos";8,1;25,906;143;10;1;"Fred Zinnemann";"Carl Foreman";"Dimitri Tiomkin";"Floyd Crosby (B&W)";"Gary Cooper, Grace Kelly, Thomas Mitchell, Lloyd Bridges, Katy Jurado, Lee Van Cleef, Otto Kruger, Lon Chaney Jr., Harry Morgan, Ian MacDonald, Morgan Farley, Sheb Wooley, Robert J. Wilke, Harry Shannon, Eve McVeagh";"Stanley Kramer Productions. Distribuida por United Artists";"Will Kane (Gary Cooper), el sheriff del pequeño pueblo de Hadleyville, acaba de contraer matrimonio con  Amy (Grace Kelly). Los recién casados proyectan trasladarse a la ciudad y abrir un pequeño negocio; pero, de repente, empieza a correr por el pueblo la noticia de que Frank Miller (Ian MacDonald), un criminal que Kane había atrapado y llevado ante la justicia, ha salido de la cárcel y llegará al pueblo en el tren del mediodía para vengarse. El tiempo va pasando lentamente, pero nadie en el pueblo está dispuesto a ayudar al sheriff. (FILMAFFINITY)";"https://www.filmaffinity.com/es/film554741.html";"Western";"Intriga";"";"";"";"";"";"";"";"";"";"";""
"554883";"Romance";27;"La regla del juego";"La règle du jeu";"113";"Francia";8;7,259;61;10;1;"Jean Renoir";"Jean Renoir, Carl Koch";"Roger Désormières, Wolfgang Amadeus Mozart, Pierre-Alexandre Monsigny";"Jean Bachelet (B&W)";"Marcel Dalio, Nora Gregor, Jean Renoir, Roland Toutain, Mila Parély, Paulette Dubost, Julien Carette, Gaston Modot, Pierre Magnier, Eddie Debray";"Nouvelles Éditions de Films";"Un rico aristócrata duda si abandonar a su amante para conservar el amor de su esposa, una mujer cortejada al mismo tiempo por su confidente y un famoso aviador. En el trascurso de una cacería de fin de semana en Sologne y de una fiesta, las intrigas amorosas de señores y sirvientes se mezclarán desembocando en un hecho inesperado. (FILMAFFINITY)";"https://www.filmaffinity.com/es/film554883.html";"Drama";"Comedia";"Romance";"Caza";"Realismo poético francés";"";"";"";"";"";"";"";""
"556320";"Western";13;"Pasión de los fuertes";"My Darling Clementine";"97";"Estados Unidos";8;8,305;48;10;1;"John Ford";"Samuel G. Engel, Winston Miller (Libro: Stuart N. Lake. Historia: Sam Hellman)";"Cyril J. Mockridge";"Joseph MacDonald (B&W)";"Henry Fonda, Linda Darnell, Victor Mature, Walter Brennan, Tim Holt, Ward Bond, Cathy Downs, Alan Mowbray, John Ireland, Grant Withers, J. Farrell MacDonald, Russell Simpson, Jane Darwell, Harry Woods, Hank Bell, Tex Cooper, Mae Marsh, Jack Kenny, Charles Stevens, Kermit Maynard, Francis Ford, Tex Driscoll, Roy Roberts";"20th Century Fox";"A Wyatt Earp (Henry Fonda), antiguo sheriff de Dodge City, le ofrecen el puesto de comisario de la ciudad de Tombstone, pero lo rechaza porque le interesa más el negocio ganadero al que se dedica con sus hermanos. Sin embargo, cuando uno de ellos muere asesinado, acepta el puesto vacante y nombra ayudantes a sus hermanos. Contará también con la amistad y la colaboración de un jugador y pistolero llamado Doc Holliday (Victor Mature). (FILMAFFINITY)";"https://www.filmaffinity.com/es/film556320.html";"Western";"Drama";"";"";"";"";"";"";"";"";"";"";""
"563877";"Comedia";25;"Mary and Max";"Mary and Max";"88";"Australia";8,1;22,539;105;10;1;"Adam Elliot";"Adam Elliot";"Dale Cornelius";"Animación, Gerald Thompson";"Animación";"Melodrama Pictures";"Primer largometraje de Adam Elliot, ganador de un Oscar con el cortometraje ""Harvey Krumpet"". Narra la larga amistad por correspondencia entre un cuarentón judío y obeso de Nueva York, y una niña australiana de ocho años que vive en los suburbios de Melbourne. (FILMAFFINITY)";"https://www.filmaffinity.com/es/film563877.html";"Animación";"Drama";"Comedia";"Comedia dramática";"Amistad";"Stop Motion";"Claymation (Plastilina)";"Animación para adultos";"Discapacidad";"Autismo";"";"";""
"563877";"Animacion";2;"Mary and Max";"Mary and Max";"88";"Australia";8,1;22,539;105;10;1;"Adam Elliot";"Adam Elliot";"Dale Cornelius";"Animación, Gerald Thompson";"Animación";"Melodrama Pictures";"Primer largometraje de Adam Elliot, ganador de un Oscar con el cortometraje ""Harvey Krumpet"". Narra la larga amistad por correspondencia entre un cuarentón judío y obeso de Nueva York, y una niña australiana de ocho años que vive en los suburbios de Melbourne. (FILMAFFINITY)";"https://www.filmaffinity.com/es/film563877.html";"Animación";"Drama";"Comedia";"Comedia dramática";"Amistad";"Stop Motion";"Claymation (Plastilina)";"Animación para adultos";"Discapacidad";"Autismo";"";"";""
"565086";"Musical";20;"Into the Woods (TV)";"Into the Woods (TV)";"153";"Estados Unidos";7,5;88;1;10;1;"James Lapine";"James Lapine";"Stephen Sondheim";NA;"Bernadette Peters, Kim Crosby, Chip Zien, Joanna Gleason, Tom Aldredge, Robert Westenberg, Danielle Ferland, Ben Wright, Chuck Wagner, Pamela Winslow, Philip Hoffman, Cindy Robinson, Maureen Davis";"Brandman Productions";"Las actrices ganadoras del Premio Tony, Bernadette Peters, Joanna Gleason y el resto del reparto original de Broadway le hechizarán con esta obra maestra del musical de Stephen Sondheim y James Lapine. Into the woods, una fusión perfecta de cuentos que llegará al corazón de los niños y al de los mayores. Un panadero y su mujer se adentran en el bosque en busca de una vaca, una capa roja, unas zapatillas doradas y unas alubias mágicas -todo lo que necesitan para acabar con la maldición que no les deja tener hijos. (FILMAFFINITY)";"https://www.filmaffinity.com/es/film565086.html";"Musical";"Fantástico";"Telefilm";"";"";"";"";"";"";"";"";"";""
"565874";"Infantil";14;"Fantasía";"Fantasia";"120";"Estados Unidos";7,4;28,132;49;10;1;"James Algar, Samuel Armstrong, Ford Beebe Jr., Norman Ferguson, Jim Handley, T. Hee, Wilfred Jackson, Hamilton Luske, Bill Roberts, Paul Satterfield, Ben Sharpsteen";"Joe Grant, Dick Huemer";"Johann Sebastian Bach, Ludwig van Beethoven, Igor Stravinsky, Pyotr Ilyich Tchaikovsky, Paul Dukas, Franz Schubert, Modest Mussorgsky";"Animación, James Wong Howe";"Animación, Leopold Stokowski, Deems Taylor";"Walt Disney Productions. Distribuida por RKO Radio Pictures";"Todo un clásico de la Disney, una colección de interpretaciones animadas de grandes obras de música clásica. En ""El Aprendiz de Brujo"" (P. Dukas), Mickey Mouse, discípulo de un mago, se mete en un gran embrollo, pues sus conocimientos de magia son muy limitados. ""La Consagración de la Primavera"" (Stravinsky) cuenta la historia de la evolución, desde los seres unicelulares hasta la extinción de los dinosaurios. ""La Danza de las Horas"" (Ponchielli) es un fragmento de un ballet cómico interpretado por elefantes, hipopótamos, cocodrilos y avestruces. ""Una Noche en el Monte Pelado"" de Mussorgsky y el ""Ave Maria"" de Schubert  describen el enfrentamiento entre la oscuridad y la luz. (FILMAFFINITY)";"https://www.filmaffinity.com/es/film565874.html";"Animación";"Musical";"Fantástico";"Infantil";"Música";"Cine familiar";"Mickey Mouse";"Película de episodios";"";"";"";"";""
"566080";"Cine negro";26;"Forajidos";"The Killers";"103";"Estados Unidos";7,9;8,135;50;10;1;"Robert Siodmak";"Richard Brooks, John Huston (Cuento: Ernest Hemingway)";"Miklós Rózsa";"Elwood Bredell (B&W)";"Burt Lancaster, Ava Gardner, Edmond O'Brien, Albert Dekker, Sam Levene, Vince Barnett, Virginia Christine, Charles D. Brown, Jack Lambert, Donald MacBride, Charles McGraw, William Conrad, Phil Brown, Queenie Smith, Jeff Corey, Harry Hayden, Bill Walker";"Universal Pictures";"Una vez terminada la Segunda Guerra Mundial un soldado veterano y boxeador en declive llamado 'El sueco' (Burt Lancaster), encuentra dificultades para reincorporarse a la vida civil. Un día conoce a la novia de un gángster, la irresistible y misteriosa Kitty Collins (Ava Gardner). (FILMAFFINITY)";"https://www.filmaffinity.com/es/film566080.html";"Cine negro";"Intriga";"Crimen";"Robos & Atracos";"";"";"";"";"";"";"";"";""
